Title,Genres,Anime_Rank,Anime_Popularity,Anime_Score,Episodes,Episode_length,Stream_type,Start date,End date,Anime_Members,Manga_Score,Manga_Rank,Manga_Popularity,Manga_Members,Manga_Chapters,Manga_Published,Manga_Demographics,Manga_Serialization,Manga_Author,Manga
Maison Ikkoku,"Comedy,Drama,Romance,Slice of Life",324.0,2346,8.2,96,25 min. per ep.,TV ,Mar 1986 , Mar 1988,74299,8.16,471.0,1040.0,17333.0,162,"Oct  14, 1980 to Apr  6, 1987",['Seinen'],Big Comic Spirits,"Takahashi, Rumiko (Story & Art)",True
Toaru Kagaku no Railgun T,"Action,Sci-Fi",326.0,988,8.2,25,24 min. per ep.,TV ,Jan 2020 , Sep 2020,234361,,,,,,,,,,False
InuYasha: Kanketsu-hen,"Action,Adventure,Comedy,Fantasy,Romance,Supernatural",333.0,777,8.2,26,24 min. per ep.,TV ,Oct 2009 , Mar 2010,286329,,,,,,,,,,False
Saiki Kusuo no Ψ-nan: Kanketsu-hen,"Comedy,Supernatural",321.0,1066,8.21,1,47 min.,TV Special ,Dec 2018 , Dec 2018,222739,,,,,,,,,,False
Vanitas no Karte Part 2,,322.0,1108,8.21,12,23 min. per ep.,TV ,Jan 2022 , Apr 2022,284273,,,,,,,,,,False
Ballroom e Youkoso,"Comedy,Drama,Romance,Sports",336.0,669,8.19,24,24 min. per ep.,TV ,Jul 2017 , Dec 2017,338626,8.36,242.0,422.0,39130.0,Unknown,"Nov  5, 2011 to ?",['Shounen'],Shounen Magazine (Monthly),"Takeuchi, Tomo (Story & Art)",True
Major S4,"Comedy,Drama,Sports",318.0,2384,8.21,26,24 min. per ep.,TV ,Jan 2008 , Jun 2008,66109,,,,,,,,,,False
Girls & Panzer: Saishuushou Part 3,,339.0,4477,8.19,1,47 min.,Movie ,Mar 2021 , Mar 2021,28430,,,,,,,,,,False
Major S2,"Comedy,Drama,Sports",317.0,2259,8.21,26,25 min. per ep.,TV ,Dec 2005 , Jun 2006,72579,,,,,,,,,,False
Cardcaptor Sakura Movie 2: Fuuin Sareta Card,"Comedy,Drama,Fantasy,Romance",313.0,1659,8.21,1,1 hr. 22 min.,Movie ,Jul 2000 , Jul 2000,116881,,,,,,,,,,False
Bungou Stray Dogs 3rd Season,"Action,Mystery,Supernatural",312.0,366,8.21,12,23 min. per ep.,TV ,Apr 2019 , Jun 2019,642562,,,,,,,,,,False
Horimiya,"Comedy,Romance,Slice of Life",314.0,115,8.21,13,23 min. per ep.,TV ,Jan 2021 , Apr 2021,1402718,8.43,191.0,16.0,331533.0,139,"Oct  18, 2011 to Mar  18, 2021",['Shounen'],GFantasy,"Hagiwara, Daisuke (Art), HERO (Story)",True
Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,"Drama,Suspense",311.0,1053,8.22,1,2 hr. 10 min.,Movie ,Oct 2012 , Oct 2012,201972,,,,,,,,,,False
Kono Sekai no Katasumi ni,,310.0,1190,8.22,1,2 hr. 48 min.,Movie ,Nov 2016 , Nov 2016,190762,8.11,558.0,2534.0,7776.0,48,"Jan  9, 2007 to Jan  20, 2009",['Seinen'],Manga Action,"Kouno, Fumiyo (Story & Art)",True
Yoru wa Mijikashi Arukeyo Otome,"Comedy,Romance",327.0,1679,8.2,1,1 hr. 32 min.,Movie ,Apr 2017 , Apr 2017,128241,,,,,,,,,,False
Hachimitsu to Clover II,"Drama,Romance,Slice of Life",309.0,1743,8.22,12,23 min. per ep.,TV ,Jun 2006 , Sep 2006,107670,,,,,,,,,,False
Kaguya-hime no Monogatari,,316.0,1004,8.21,1,2 hr. 17 min.,Movie ,Nov 2013 , Nov 2013,235428,,,,,,,,,,False
Nomad: Megalo Box 2,"Drama,Sci-Fi,Sports",319.0,1159,8.21,13,24 min. per ep.,TV ,Apr 2021 , Jun 2021,202716,,,,,,,,,,False
Bungou Stray Dogs 2nd Season,"Action,Mystery,Supernatural",330.0,224,8.2,12,23 min. per ep.,TV ,Oct 2016 , Dec 2016,867465,,,,,,,,,,False
Trigun,"Action,Adventure,Comedy,Drama,Sci-Fi",305.0,240,8.22,26,24 min. per ep.,TV ,Apr 1998 , Sep 1998,769979,7.72,1601.0,454.0,36930.0,22,"Apr  22, 1995 to Jan  22, 1997",['Shounen'],Shounen Captain,"Nightow, Yasuhiro (Story & Art)",True
Fruits Basket 1st Season,"Drama,Fantasy,Romance",308.0,238,8.22,25,23 min. per ep.,TV ,Apr 2019 , Sep 2019,843937,,,,,,,,,,False
No Game No Life: Zero,"Drama,Fantasy,Romance",303.0,181,8.22,1,1 hr. 46 min.,Movie ,Jul 2017 , Jul 2017,877009,,,,,,,,,,False
Mimi wo Sumaseba,"Drama,Romance,Slice of Life",302.0,645,8.22,1,1 hr. 51 min.,Movie ,Jul 1995 , Jul 1995,368915,7.33,4444.0,7481.0,2434.0,4,"Jul  3, 1989 to Oct  3, 1989",['Shoujo'],Ribon Magazine,"Hiiragi, Aoi (Story & Art)",True
Magi: The Kingdom of Magic,"Action,Adventure,Fantasy",296.0,186,8.23,25,25 min. per ep.,TV ,Oct 2013 , Mar 2014,848140,,,,,,,,,,False
Golden Kamuy 2nd Season,"Action,Adventure",292.0,1205,8.23,12,23 min. per ep.,TV ,Oct 2018 , Dec 2018,208513,,,,,,,,,,False
Stand By Me Doraemon 2,"Comedy,Sci-Fi",304.0,4656,8.22,1,1 hr. 35 min.,Movie ,Nov 2020 , Nov 2020,25120,,,,,,,,,,False
Majo no Takkyuubin,"Adventure,Comedy,Drama,Fantasy",301.0,365,8.22,1,1 hr. 43 min.,Movie ,Jul 1989 , Jul 1989,596002,,,,,,,,,,False
Dororo,"Action,Adventure,Supernatural",289.0,119,8.23,24,24 min. per ep.,TV ,Jan 2019 , Jun 2019,1239456,7.3,4709.0,1123.0,16071.0,19,"Aug  9, 1967 to Jul  3, 1968",['Shounen'],Shounen Sunday,"Tezuka, Osamu (Story & Art)",True
Luo Xiao Hei Zhan Ji (Movie),"Adventure,Drama,Fantasy",295.0,4631,8.23,1,1 hr. 41 min.,Movie ,Sep 2019 , Sep 2019,27285,,,,,,,,,,False
Yuukoku no Moriarty Part 2,"Mystery,Suspense",286.0,1044,8.24,13,23 min. per ep.,TV ,Apr 2021 , Jun 2021,256136,,,,,,,,,,False
Hajime no Ippo: Mashiba vs. Kimura,,293.0,1839,8.23,1,1 hr. 1 min.,OVA ,Sep 2003 , Sep 2003,112982,,,,,,,,,,False
Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,"Sci-Fi,Suspense",284.0,859,8.24,1,24 min.,Special ,Dec 2015 , Dec 2015,264537,,,,,,,,,,False
Ginga Eiyuu Densetsu: Die Neue These - Seiran 3,"Action,Drama,Sci-Fi",291.0,4162,8.23,4,25 min. per ep.,Movie ,Nov 2019 , Nov 2019,26650,,,,,,,,,,False
Quanzhi Gaoshou Specials,,283.0,1803,8.24,3,27 min. per ep.,ONA ,Apr 2018 , May 2018,106512,,,,,,,,,,False
Kuroko no Basket 2nd Season,,294.0,192,8.23,25,24 min. per ep.,TV ,Oct 2013 , Mar 2014,862878,,,,,,,,,,False
Naruto: Shippuuden,"Action,Adventure,Fantasy",279.0,16,8.24,500,23 min. per ep.,TV ,Feb 2007 , Mar 2017,2507333,,,,,,,,,,False
ReLIFE: Kanketsu-hen,"Romance,Slice of Life",320.0,576,8.21,4,23 min. per ep.,Special ,Mar 2018 , Mar 2018,400694,,,,,,,,,,False
86,"Action,Drama,Sci-Fi",287.0,345,8.24,11,23 min. per ep.,TV ,Apr 2021 , Jun 2021,791363,8.81,33.0,432.0,38399.0,Unknown,"Feb  10, 2017 to ?",[],,"Shirabi (Art), Asato, Asato (Story)",True
Youjo Senki Movie,,285.0,860,8.24,1,1 hr. 38 min.,Movie ,Feb 2019 , Feb 2019,285709,,,,,,,,,,False
Re:Zero kara Hajimeru Isekai Seikatsu,"Drama,Fantasy,Suspense",275.0,23,8.25,25,25 min. per ep.,TV ,Apr 2016 , Sep 2016,2213866,8.79,35.0,221.0,67351.0,Unknown,"Jan  23, 2014 to ?",[],,"Nagatsuki, Tappei (Story), Ootsuka, Shinichirou (Art)",True
Kuroshitsuji Movie: Book of the Atlantic,"Action,Comedy,Mystery,Supernatural",274.0,1132,8.25,1,1 hr. 40 min.,Movie ,Jan 2017 , Jan 2017,203380,,,,,,,,,,False
Sennen Joyuu,"Action,Adventure,Drama,Fantasy,Romance",276.0,1233,8.25,1,1 hr. 26 min.,Movie ,Sep 2002 , Sep 2002,190091,,,,,,,,,,False
Gyakkyou Burai Kaiji: Hakairoku-hen,,273.0,1121,8.25,26,24 min. per ep.,TV ,Apr 2011 , Sep 2011,195953,,,,,,,,,,False
One Piece Movie 14: Stampede,"Action,Adventure,Fantasy",281.0,1384,8.24,1,1 hr. 41 min.,Movie ,Aug 2019 , Aug 2019,194420,,,,,,,,,,False
Great Pretender,"Action,Adventure,Comedy,Mystery",268.0,340,8.26,23,23 min. per ep.,TV ,Jul 2020 , Dec 2020,671969,7.3,4767.0,6688.0,2787.0,3,"Jun  10, 2020 to Aug  20, 2020",[],MAGCOMI,"Kaburagi, Hiro (Story), Kosawa, Ryouta (Story), Marui, Daichi (Art)",True
Tonari no Totoro,"Adventure,Supernatural",267.0,136,8.26,1,1 hr. 26 min.,Movie ,Apr 1988 , Apr 1988,1075024,,,,,,,,,,False
Space☆Dandy 2nd Season,"Comedy,Sci-Fi",266.0,1263,8.26,13,24 min. per ep.,TV ,Jul 2014 , Sep 2014,169613,,,,,,,,,,False
Major S3,"Drama,Sports",278.0,2306,8.24,26,25 min. per ep.,TV ,Jan 2007 , Jun 2007,69937,,,,,,,,,,False
Danshi Koukousei no Nichijou,,271.0,204,8.25,12,24 min. per ep.,TV ,Jan 2012 , Mar 2012,830475,8.23,372.0,711.0,24474.0,138,"May  21, 2009 to Sep  27, 2012",[],Gangan Online,"Yamauchi, Yasunobu (Story & Art)",True
Initial D Final Stage,,270.0,1555,8.26,4,27 min. per ep.,TV ,May 2014 , Jun 2014,146509,,,,,,,,,,False
Non Non Biyori Movie: Vacation,"Comedy,Slice of Life",265.0,2252,8.26,1,1 hr. 11 min.,Movie ,Aug 2018 , Aug 2018,79690,,,,,,,,,,False
Hajime no Ippo: Champion Road,,261.0,1548,8.27,1,1 hr. 30 min.,TV Special ,Apr 2003 , Apr 2003,140455,,,,,,,,,,False
Planetes,"Drama,Romance,Sci-Fi",262.0,866,8.27,26,25 min. per ep.,TV ,Oct 2003 , Apr 2004,256300,8.27,337.0,295.0,53195.0,27,"Jan  14, 1999 to Jan  8, 2004",['Seinen'],Morning,"Yukimura, Makoto (Story & Art)",True
Tenkuu no Shiro Laputa,"Adventure,Fantasy,Romance,Sci-Fi",263.0,432,8.27,1,2 hr. 4 min.,Movie ,Aug 1986 , Aug 1986,494090,7.62,2141.0,16428.0,817.0,Unknown,"May  31, 1985 to Jul  31, 1986",[],,"Miyazaki, Hayao (Art), Kameoka, Osamu (Story)",True
Koukaku Kidoutai,"Action,Sci-Fi",260.0,324,8.28,1,1 hr. 22 min.,Movie ,Nov 1995 , Nov 1995,642776,,,,,,,,,,False
Hunter x Hunter: Greed Island Final,"Action,Adventure,Fantasy",269.0,1413,8.26,14,24 min. per ep.,OVA ,Mar 2004 , Aug 2004,146586,,,,,,,,,,False
Kono Subarashii Sekai ni Shukufuku wo! 2,"Adventure,Comedy,Fantasy",259.0,75,8.28,10,23 min. per ep.,TV ,Jan 2017 , Mar 2017,1530812,,,,,,,,,,False
Gin no Saji 2nd Season,"Comedy,Slice of Life",256.0,1379,8.28,11,24 min. per ep.,TV ,Jan 2014 , Mar 2014,146816,,,,,,,,,,False
Diamond no Ace: Act II,,272.0,2083,8.25,52,24 min. per ep.,TV ,Apr 2019 , Mar 2020,91532,,,,,,,,,,False
Ookami to Koushinryou,"Adventure,Fantasy,Romance",282.0,197,8.24,13,24 min. per ep.,TV ,Jan 2008 , Mar 2008,825330,8.82,31.0,244.0,62836.0,Unknown,"Feb  10, 2006 to ?",[],,"Hasekura, Isuna (Story), Ayakura, Juu (Art)",True
Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,"Comedy,Drama,Romance,Supernatural",252.0,57,8.28,13,24 min. per ep.,TV ,Oct 2018 , Dec 2018,1755327,7.88,1028.0,703.0,24798.0,20,"Nov  30, 2015 to Aug  30, 2018",[],Dengeki G's Comic,"Kamoshida, Hajime (Story), Nanamiya, Tsugumi (Art)",True
Boku dake ga Inai Machi,,222.0,32,8.32,12,23 min. per ep.,TV ,Jan 2016 , Mar 2016,2111752,8.37,234.0,162.0,86476.0,49,"Jun  4, 2012 to Nov  4, 2016",['Seinen'],Young Ace,"Sanbe, Kei (Story & Art)",True
Sasaki to Miyano,"Boys Love,Slice of Life",251.0,1544,8.28,12,23 min. per ep.,TV ,Jan 2022 , Mar 2022,199558,8.53,122.0,499.0,33894.0,Unknown,"Feb  26, 2016 to ?",[],Gene pixiv,"Harusono, Shou (Story & Art)",True
Stranger: Mukou Hadan,"Action,Adventure",253.0,635,8.28,1,1 hr. 43 min.,Movie ,Sep 2007 , Sep 2007,335822,,,,,,,,,,False
"Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou","Drama,Fantasy,Slice of Life",221.0,720,8.32,1,34 min.,Special ,Jul 2018 , Jul 2018,336241,,,,,,,,,,False
Gyakkyou Burai Kaiji: Ultimate Survivor,,257.0,611,8.28,26,23 min. per ep.,TV ,Oct 2007 , Apr 2008,357953,,,,,,,,,,False
Summertime Render,"Mystery,Supernatural,Suspense",218.0,1325,8.32,25,23 min. per ep.,TV ,Apr 2022 , Sep 2022,541464,8.22,390.0,344.0,46486.0,139,"Oct  23, 2017 to Feb  1, 2021",['Shounen'],Shounen Jump+,"Tanaka, Yasunori (Story & Art)",True
Bakemono no Ko,"Adventure,Supernatural",255.0,490,8.28,1,1 hr. 59 min.,Movie ,Jul 2015 , Jul 2015,427955,7.63,2048.0,11631.0,1365.0,12,"Jul  1, 2015",[],,"Hosoda, Mamoru (Story), Hirasawa, Geko (Art)",True
Sakamichi no Apollon,"Drama,Romance",217.0,542,8.32,12,22 min. per ep.,TV ,Apr 2012 , Jun 2012,388967,8.52,129.0,577.0,29512.0,45,"Sep  28, 2007 to Jan  28, 2012",['Josei'],Flowers (Monthly),"Kodama, Yuki (Story & Art)",True
Natsume Yuujinchou Go Specials,"Drama,Slice of Life,Supernatural",215.0,2991,8.32,2,23 min. per ep.,Special ,Mar 2017 , Apr 2017,46831,,,,,,,,,,False
NHK ni Youkoso!,"Comedy,Drama,Romance",216.0,245,8.32,24,24 min. per ep.,TV ,Jul 2006 , Dec 2006,752658,8.3,293.0,4325.0,4503.0,12,"Jan  28, 2002",[],,"Takimoto, Tatsuhiko (Story)",True
Tensei shitara Slime Datta Ken 2nd Season Part 2,"Action,Adventure,Comedy,Fantasy",220.0,336,8.32,12,23 min. per ep.,TV ,Jul 2021 , Sep 2021,778407,,,,,,,,,,False
Tenki no Ko,"Drama,Fantasy,Romance,Slice of Life",219.0,171,8.32,1,1 hr. 52 min.,Movie ,Jul 2019 , Jul 2019,1012751,7.73,1575.0,2649.0,7496.0,15,"Jul  25, 2019 to Aug  25, 2020",['Seinen'],Afternoon,"Shinkai, Makoto (Story), Kubota, Wataru (Art)",True
Tokyo Godfathers,"Comedy,Drama",254.0,787,8.28,1,1 hr. 32 min.,Movie ,Nov 2003 , Nov 2003,297366,,,,,,,,,,False
Romeo no Aoi Sora,"Adventure,Drama,Slice of Life",212.0,2804,8.33,33,23 min. per ep.,TV ,Jan 1995 , Dec 1995,50901,,,,,,,,,,False
Versailles no Bara,"Drama,Romance",213.0,1967,8.33,40,24 min. per ep.,TV ,Oct 1979 , Sep 1980,100057,8.34,263.0,1077.0,16766.0,82,1972 to  1973,['Shoujo'],Margaret,"Ikeda, Riyoko (Story & Art)",True
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,"Drama,Slice of Life,Supernatural",207.0,56,8.33,11,22 min. per ep.,TV ,Apr 2011 , Jun 2011,1616120,8.17,447.0,1216.0,15179.0,13,"Apr  4, 2012 to Apr  4, 2013",['Shounen'],Jump SQ.,"Izumi, Mitsu (Art)",True
Ookami to Koushinryou II,"Adventure,Fantasy,Romance",211.0,401,8.33,12,24 min. per ep.,TV ,Jul 2009 , Sep 2009,497849,,,,,,,,,,False
Bakemonogatari,"Mystery,Romance,Supernatural",204.0,79,8.34,15,25 min. per ep.,TV ,Jul 2009 , Jun 2010,1408208,8.51,135.0,465.0,35957.0,Unknown,"Mar  14, 2018 to Mar  15, 2023",['Shounen'],Shounen Magazine (Weekly),"Oh! Great (Art), NISIO, ISIN (Story)",True
Katanagatari,"Action,Adventure,Romance",208.0,349,8.33,12,50 min. per ep.,TV ,Jan 2010 , Dec 2010,565434,8.53,120.0,2663.0,7460.0,55,"Jan  9, 2007 to Dec  4, 2007",[],,"NISIO, ISIN (Story), Take (Art)",True
Kemono no Souja Erin,"Drama,Fantasy,Slice of Life",209.0,2032,8.33,50,25 min. per ep.,TV ,Jan 2009 , Dec 2009,87450,,,,,,,,,,False
Natsume Yuujinchou,"Drama,Slice of Life,Supernatural",214.0,371,8.32,13,24 min. per ep.,TV ,Jul 2008 , Sep 2008,544732,8.66,66.0,377.0,43290.0,Unknown,"Jun  10, 2003 to ?",['Shoujo'],LaLa,"Midorikawa, Yuki (Story & Art)",True
One Outs,,202.0,913,8.34,25,23 min. per ep.,TV ,Oct 2008 , Apr 2009,240912,8.55,114.0,510.0,33377.0,175,"Nov  14, 1998 to Aug  15, 2006",['Seinen'],Business Jump,"Kaitani, Shinobu (Story & Art)",True
K-On! Movie,"Comedy,Slice of Life",206.0,660,8.34,1,1 hr. 50 min.,Movie ,Dec 2011 , Dec 2011,333840,,,,,,,,,,False
"Komi-san wa, Comyushou desu. 2nd Season",,258.0,795,8.28,Unknown,23 min.,TV ,Apr 2022 , Jun 2022,488171,,,,,,,,,,False
Usagi Drop,,182.0,399,8.38,11,22 min. per ep.,TV ,Jul 2011 , Sep 2011,499144,7.06,7826.0,343.0,46588.0,62,"Oct  8, 2005 to Dec  8, 2011",['Josei'],Feel Young,"Unita, Yumi (Story & Art)",True
Uchuu Senkan Yamato 2199,"Action,Drama,Sci-Fi",203.0,1677,8.34,26,25 min. per ep.,OVA ,May 2012 , Oct 2013,116463,,,,,,,,,,False
Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,"Drama,Suspense",181.0,1034,8.38,1,1 hr. 49 min.,Movie ,Oct 2012 , Oct 2012,205187,,,,,,,,,,False
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,"Comedy,Romance",183.0,281,8.38,12,24 min. per ep.,TV ,Jul 2020 , Sep 2020,737731,,,,,,,,,,False
Yuru Camp△,"Comedy,Slice of Life",264.0,441,8.27,12,23 min. per ep.,TV ,Jan 2018 , Mar 2018,497920,8.39,217.0,998.0,17768.0,Unknown,"May  23, 2015 to ?",[],Manga Time Kirara Forward,Afro (Story & Art),True
Kizumonogatari I: Tekketsu-hen,,179.0,383,8.38,1,1 hr. 4 min.,Movie ,Jan 2016 , Jan 2016,535069,,,,,,,,,,False
Fumetsu no Anata e,"Adventure,Drama,Supernatural",174.0,232,8.39,20,25 min. per ep.,TV ,Apr 2021 , Aug 2021,879906,8.32,277.0,131.0,100952.0,Unknown,"Nov  9, 2016 to ?",['Shounen'],Shounen Magazine (Weekly),"Ooima, Yoshitoki (Story & Art)",True
Kobayashi-san Chi no Maid Dragon S,"Fantasy,Slice of Life",180.0,412,8.38,12,23 min. per ep.,TV ,Jul 2021 , Sep 2021,560881,,,,,,,,,,False
Cowboy Bebop: Tengoku no Tobira,"Action,Sci-Fi",177.0,563,8.38,1,1 hr. 55 min.,Movie ,Sep 2001 , Sep 2001,381803,,,,,,,,,,False
3-gatsu no Lion,"Drama,Slice of Life",172.0,276,8.39,22,25 min. per ep.,TV ,Oct 2016 , Mar 2017,683773,8.88,22.0,228.0,65925.0,Unknown,"Jul  13, 2007 to ?",['Seinen'],Young Animal,"Umino, Chica (Story & Art)",True
Kimetsu no Yaiba: Mugen Ressha-hen,"Action,Fantasy",175.0,435,8.39,7,24 min. per ep.,TV ,Oct 2021 , Nov 2021,777825,,,,,,,,,,False
Sono Bisque Doll wa Koi wo Suru,"Romance,Slice of Life",170.0,242,8.39,12,23 min. per ep.,TV ,Jan 2022 , Mar 2022,1078155,8.0,746.0,74.0,146111.0,Unknown,"Jan  19, 2018 to ?",['Seinen'],Young Gangan,"Fukuda, Shinichi (Story & Art)",True
Tensei shitara Slime Datta Ken 2nd Season,"Action,Adventure,Comedy,Fantasy",169.0,208,8.4,12,23 min. per ep.,TV ,Jan 2021 , Mar 2021,974547,,,,,,,,,,False
Hunter x Hunter,"Action,Adventure,Fantasy",165.0,344,8.4,62,23 min. per ep.,TV ,Oct 1999 , Mar 2001,597191,8.74,43.0,23.0,265723.0,Unknown,"Mar  3, 1998 to ?",['Shounen'],Shounen Jump (Weekly),"Togashi, Yoshihiro (Story & Art)",True
Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,,166.0,63,8.4,12,25 min. per ep.,TV ,Jan 2019 , Mar 2019,1756205,8.91,17.0,25.0,263848.0,281,"May  19, 2015 to Nov  2, 2022",['Seinen'],Young Jump,"Akasaka, Aka (Story & Art)",True
Non Non Biyori Nonstop,"Comedy,Slice of Life",168.0,1726,8.4,12,24 min. per ep.,TV ,Jan 2021 , Mar 2021,126463,,,,,,,,,,False
Baccano!,"Action,Comedy,Mystery,Supernatural",176.0,162,8.38,13,24 min. per ep.,TV ,Jul 2007 , Nov 2007,910840,8.52,127.0,914.0,19268.0,Unknown,"Feb  10, 2003 to Aug  10, 2016",[],,"Narita, Ryohgo (Story), Enami, Katsumi (Art)",True
Gintama°: Aizome Kaori-hen,,163.0,2090,8.4,2,26 min. per ep.,OVA ,Aug 2016 , Nov 2016,86557,,,,,,,,,,False
Chihayafuru 2,"Drama,Slice of Life,Sports",161.0,914,8.4,25,22 min. per ep.,TV ,Jan 2013 , Jun 2013,237707,,,,,,,,,,False
Kara no Kyoukai Movie 7: Satsujin Kousatsu (Go),"Action,Mystery,Romance,Supernatural,Suspense",159.0,1016,8.41,1,2 hr. 1 min.,Movie ,Aug 2009 , Aug 2009,208587,,,,,,,,,,False
Kaze ga Tsuyoku Fuiteiru,"Drama,Sports",160.0,757,8.41,23,23 min. per ep.,TV ,Oct 2018 , Mar 2019,304128,7.29,4817.0,10793.0,1518.0,50,"2007 to Nov  17, 2009",['Seinen'],Young Jump (Monthly),"Unno, Sorata (Art), Miura, Shion (Story)",True
JoJo no Kimyou na Bouken Part 6: Stone Ocean,"Action,Adventure",158.0,574,8.41,12,24 min. per ep.,ONA ,Dec 2021 , Dec 2021,512692,8.25,359.0,36.0,198917.0,158,"Dec  7, 1999 to Apr  8, 2003",['Shounen'],Shounen Jump (Weekly),"Araki, Hirohiko (Story & Art)",True
Barakamon,,173.0,282,8.39,12,22 min. per ep.,TV ,Jul 2014 , Sep 2014,668130,8.44,183.0,406.0,40593.0,150,"Feb  22, 2008 to Jul  12, 2023",['Shounen'],Shounen Gangan,"Yoshino, Satsuki (Story & Art)",True
Natsume Yuujinchou Movie: Utsusemi ni Musubu,"Drama,Slice of Life,Supernatural",154.0,2394,8.41,1,1 hr. 44 min.,Movie ,Sep 2018 , Sep 2018,73679,,,,,,,,,,False
Kamisama Hajimemashita: Kako-hen,"Comedy,Fantasy,Romance,Supernatural",178.0,1304,8.38,4,30 min. per ep.,OVA ,Aug 2015 , Aug 2016,169862,,,,,,,,,,False
Mushoku Tensei: Isekai Ittara Honki Dasu,"Drama,Fantasy,Ecchi",184.0,134,8.37,11,23 min. per ep.,TV ,Jan 2021 , Mar 2021,1346200,8.81,32.0,183.0,80812.0,330,"Jan  23, 2014 to Nov  25, 2022",[],,"Rifujin na Magonote (Story), Sirotaka (Art)",True
Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,"Drama,Fantasy,Slice of Life",157.0,570,8.41,1,1 hr. 31 min.,Movie ,Sep 2019 , Sep 2019,429194,,,,,,,,,,False
Cross Game,"Drama,Romance,Sports",162.0,1560,8.4,50,23 min. per ep.,TV ,Apr 2009 , Mar 2010,125458,8.48,154.0,851.0,20823.0,170,"Sep  2, 2005 to Feb  17, 2010",['Shounen'],Shounen Sunday,"Adachi, Mitsuru (Story & Art)",True
Kono Oto Tomare! Part 2,"Drama,Romance",147.0,1360,8.43,13,23 min. per ep.,TV ,Oct 2019 , Dec 2019,180365,,,,,,,,,,False
Major S5,"Comedy,Drama,Romance,Sports",151.0,2272,8.42,25,24 min. per ep.,TV ,Jan 2009 , Jun 2009,71639,,,,,,,,,,False
Paripi Koumei,,152.0,1523,8.42,12,23 min. per ep.,TV ,Apr 2022 , Jun 2022,298017,7.69,1736.0,4665.0,4157.0,Unknown,"Dec  31, 2019 to ?",[],Comic Days,"Ogawa, Ryou (Art), Yotsuba, Yuuto (Story)",True
Natsume Yuujinchou Roku Specials,"Drama,Slice of Life,Supernatural",167.0,2979,8.4,2,23 min. per ep.,Special ,Sep 2017 , Oct 2017,47921,,,,,,,,,,False
Saiki Kusuo no Ψ-nan 2,"Comedy,Supernatural",143.0,333,8.44,24,24 min. per ep.,TV ,Jan 2018 , Jun 2018,649364,,,,,,,,,,False
Gintama: Yorinuki Gintama-san on Theater 2D,"Action,Comedy,Sci-Fi",144.0,3013,8.44,2,1 hr. 36 min. per ep.,Movie ,Aug 2012 , Aug 2012,44801,,,,,,,,,,False
Grand Blue,,146.0,254,8.43,12,24 min. per ep.,TV ,Jul 2018 , Sep 2018,788859,9.03,9.0,47.0,172608.0,Unknown,"Apr  7, 2014 to ?",['Seinen'],good! Afternoon,"Inoue, Kenji (Story), Yoshioka, Kimitake (Art)",True
Mushishi Zoku Shou: Odoro no Michi,"Adventure,Fantasy,Mystery,Slice of Life,Supernatural",142.0,1863,8.44,1,47 min.,TV Special ,Aug 2014 , Aug 2014,102461,,,,,,,,,,False
Mo Dao Zu Shi: Xian Yun Pian,"Action,Mystery,Supernatural",137.0,1955,8.45,8,24 min. per ep.,ONA ,Aug 2019 , Sep 2019,106958,,,,,,,,,,False
Saenai Heroine no Sodatekata Fine,"Comedy,Romance,Ecchi",138.0,1278,8.45,1,1 hr. 54 min.,Movie ,Oct 2019 , Oct 2019,185692,,,,,,,,,,False
Haikyuu!!,,136.0,38,8.45,25,24 min. per ep.,TV ,Apr 2014 , Sep 2014,1991169,8.85,26.0,34.0,212646.0,407,"Feb  20, 2012 to Jul  20, 2020",['Shounen'],Shounen Jump (Weekly),"Furudate, Haruichi (Story & Art)",True
Golden Kamuy 3rd Season,"Action,Adventure",135.0,1457,8.45,12,23 min. per ep.,TV ,Oct 2020 , Dec 2020,172310,,,,,,,,,,False
Yuu☆Yuu☆Hakusho,"Action,Comedy,Supernatural",141.0,283,8.45,112,24 min. per ep.,TV ,Oct 1992 , Jan 1995,696460,8.2,420.0,219.0,68529.0,176,"Nov  20, 1990 to Jul  12, 1994",['Shounen'],Shounen Jump (Weekly),"Togashi, Yoshihiro (Story & Art)",True
Sayonara no Asa ni Yakusoku no Hana wo Kazarou,"Drama,Fantasy",155.0,522,8.41,1,1 hr. 55 min.,Movie ,Feb 2018 , Feb 2018,439094,7.58,2357.0,9299.0,1845.0,27,"Apr  22, 2018 to Jul  9, 2019",[],Cycomics,"Satou, Mito (Art)",True
Zoku Owarimonogatari,"Comedy,Mystery,Supernatural",132.0,986,8.46,6,28 min. per ep.,TV ,May 2019 , Jun 2019,229241,,,,,,,,,,False
